Data_dostarczenia	Imie	Nazwisko	Liczba_kilogramow
2017-04-07	Krzysztof	Figurski	6
2017-04-07	Anita	Pawelczyk	19
2017-04-10	Ilona	Gorska	15
2017-04-10	Beata	Mirowska	9
2017-04-10	Bartlomiej	Wojciechowski	35
2017-04-10	Agata	Kolacz	44
2017-04-10	Jan	Gacek	36
2017-04-10	Zuzanna	Adamczyk	53
2017-04-10	Jan	Pawelec	12
2017-04-10	Joanna	Wrobel	29
2017-04-11	Piotr	Polkowicki	9
2017-04-11	Agata	Zdrojewska	29
2017-04-11	Hanna	Malicki	6
2017-04-11	Weronika	Zdroj	12
2017-04-11	Jan	Sznuk	23
2017-04-11	Bogdan	Inny	21
2017-04-11	Olgierd	Hazubski	16
2017-04-11	Arleta	Pawlik	21
2017-04-12	Inez	Nahaj	25
2017-04-12	Roman	Grodecki	4
2017-04-12	Wieslawa	Biczysko	19
2017-04-12	Paulina	Szklarska	17
2017-04-12	Maja	Leman	9
2017-04-12	Martyna	Marmelowska	8
2017-04-12	Monika	Placzek	11
2017-04-12	Adela	Waruszewska	26
2017-04-12	Joanna	Oleksiak	23
2017-04-13	Igor	Rybinski	55
2017-04-13	Zofia	Janczy	38
2017-04-13	Mateusz	Filipowicz	9
2017-04-13	Marzena	Parasiewicz	34
2017-04-13	Monika	Lis	14
2017-04-13	Adam	Wata	5
2017-04-13	Marta	Wloczkow	2
2017-04-13	Aleksander	Wojciechowski	20
2017-04-13	Filip	Spychala	6
2017-04-13	Jan	Kaczorowski	22
2017-04-13	Aleks	Wojcik	26
2017-04-13	Adam	Zega	27
2017-04-13	Joanna	Wrobel	26
2017-04-13	Andrzej	Nawwrot	29
2017-04-13	Lena	Marzec	10
2017-04-14	Wanda	Chojnacka	37
2017-04-14	Monika	Nowaczkiewicz	7
2017-04-14	Maria	Kowalczuk	44
2017-04-14	Szymon	Mrozniak	11
2017-04-14	Marian	Bukalski	25
2017-04-14	Matylda	Kluziak	18
2017-04-17	Lech	Lisowski	44
2017-04-17	Kamil	Wolny	26
2017-04-17	Karolina	Bok	7
2017-04-17	Andrzej	Augustowski	41
2017-04-17	Monika	Trojan	46
2017-04-17	Filip	Stanulewicz	52
2017-04-18	Maja	Kaminska	6
2017-04-18	Barbara	Bury	23
2017-04-18	Andrea	Witkowska	22
2017-04-18	Ewelina	Bialkowska	21
2017-04-18	Maciej	Machol	29
2017-04-18	Krzysztof	Plecien	21
2017-04-19	Roman	Grodecki	3
2017-04-19	Julia	Sadowska	29
2017-04-19	Julian	Pawik	56
2017-04-19	Marcin	Wrobel	15
2017-04-19	Karolina	Welc	12
2017-04-19	Anna	Kosowicz	19
2017-04-20	Kazimierz	Bartosik	14
2017-04-20	Magdalena	Bach	42
2017-04-20	Wojciech	Goc	10
2017-04-20	Anna	Trzebiatowska	20
2017-04-20	Lidia	Goluchowska	51
2017-04-20	Piotr	Adamski	35
2017-04-21	Jan	Jarek	45
2017-04-21	Ewa	Czerwinska	29
2017-04-21	Andrzej	Nawwrot	5
2017-04-21	Agnieszka	Antos	16
2017-04-21	Ilona	Gorska	25
2017-04-21	Zofia	Broszkow	38
2017-04-24	Malgorzata	Wiecek	33
2017-04-24	Pawel	kaczorek	48
2017-04-24	Marcin	Gizinski	14
2017-04-24	Andrea	Witkowska	13
2017-04-24	Julia	Zaremba	24
2017-04-24	Maria	Borowska	23
2017-04-25	Krzysztof	Czyz	23
2017-04-25	Nadia	Jurewicz	32
2017-04-25	Dorian	Szczepkowski	34
2017-04-25	Maciej	Machol	48
2017-04-25	Maciej	Lukowski	26
2017-04-25	Lukasz	Kopecki	11
2017-04-26	Hanna	Modlinska	23
2017-04-26	Natalia	Belicka	50
2017-04-26	Julia	Zaremba	14
2017-04-26	Bruno	Tomaszewski	12
2017-04-26	Anna	Klimas	39
2017-04-26	Andrzej	Zbieg	20
2017-04-27	Dorota	Zdun	51
2017-04-27	Anna	Tycz	47
2017-04-27	Dominik	Szmitko	29
2017-04-27	Bernard	Lubelski	34
2017-04-27	Kazimierz	Biedka	12
2017-04-27	Edward	Zdunek	6
2017-04-28	Monika	Srubka	5
2017-04-28	Zofia	Broszkow	13
2017-04-28	Lidia	Tarnowska	18
2017-04-28	Urszula	Pawlak	7
2017-04-28	Hubert	Borek	28
2017-04-28	Anna	Trzebiatowska	37
2017-05-01	Ilona	Nowak	23
2017-05-01	Mateusz	Kowalczyk	26
2017-05-01	Julia	Salanowska	11
2017-05-01	Albert	Pleszewski	25
2017-05-01	Piotr	Felus	3
2017-05-01	Ewa	Zak	30
2017-05-02	Urszula	Pawlak	12
2017-05-02	Maria	Galas	27
2017-05-02	Witold	Sempa	16
2017-05-02	Sebastian	Powoj	38
2017-05-02	Karolina	Stuhr	35
2017-05-02	Mateusz	Filipowicz	16
2017-05-03	Katarzyna	Wip	6
2017-05-03	Witold	Sempa	23
2017-05-03	Kamila	Kot	22
2017-05-03	Hubert	Nowaczynski	5
2017-05-03	Pawel	Furmaniak	2
2017-05-03	Paulina	Szklarska	29
2017-05-04	Mateusz	Uklej	19
2017-05-04	Dominika	Szwec	23
2017-05-04	Nikodem	Jakubowski	27
2017-05-04	Zbigniew	Maciag	53
2017-05-04	Ewa	Tysz	35
2017-05-04	Maciej	Czyzynski	3
2017-05-05	Joanna	Ottka	15
2017-05-05	Anna	Tomaszewska	3
2017-05-05	Szymon	Mrozniak	2
2017-05-05	Joanna	Oleksiak	28
2017-05-05	Tomasz	Borkowski	23
2017-05-05	Jakub	Waniek	20
2017-05-08	Karolina	Stuhr	35
2017-05-08	Pawel	kaczorek	45
2017-05-08	Waldemar	Fornalik	39
2017-05-08	Julia	Zaremba	13
2017-05-08	Ewa	Wojna	2
2017-05-08	Emilia	Mroczek	38
2017-05-09	Anita	Kaczorowska	48
2017-05-09	Barbara	Karcz	41
2017-05-09	Maria	Borowska	6
2017-05-09	Szymon	Wozniak	14
2017-05-09	Mikolaj	Beniuszys	35
2017-05-09	Mariusz	Mrowiec	26
2017-05-10	Jan	Gacek	49
2017-05-10	Kamila	Wolan	22
2017-05-10	Mateusz	Koszlaga	56
2017-05-10	Szymon	Mrozniak	6
2017-05-10	Monika	Placzek	13
2017-05-10	Urszula	Pawlak	3
2017-05-11	Marek	Janowski	7
2017-05-11	Jan	Kaczorowski	29
2017-05-11	Zuzanna	Kalisz	53
2017-05-11	Balbina	Madej	52
2017-05-11	Kamila	Knapik	26
2017-05-11	Maria	Kowalczuk	28
2017-05-12	Adam	Madejski	12
2017-05-12	Anita	Woloszyn	10
2017-05-12	Teodor	Fornal	10
2017-05-12	Kamil	Krawczyk	54
2017-05-12	Bruno	Tomczyk	19
2017-05-12	Natalia	Miklis	53
2017-05-15	Marek	Witkowski	18
2017-05-15	Kacper	Trzebnicki	27
2017-05-15	Eugenia	Pieta	26
2017-05-15	Nadia	Jurczyk	52
2017-05-15	Karol	Dziuk	10
2017-05-15	Julia	Sadowska	5
2017-05-16	Karol	Wichrowski	38
2017-05-16	Anna	Kot	20
2017-05-16	Hubert	Smyk	2
2017-05-16	Jan	Sznuk	25
2017-05-16	Maria	Kowalczyk	13
2017-05-16	Marcelina	Serwicka	54
2017-05-17	Ryszarda	Januszek	27
2017-05-17	Filip	Spanowski	15
2017-05-17	Agnieszka	Bujak	19
2017-05-17	Adam	Zega	22
2017-05-17	Przemyslaw	Bajewski	12
2017-05-17	Eugenia	Pieta	6
2017-05-18	Izabela	Skrzydlak	27
2017-05-18	Stanislaw	Burza	6
2017-05-18	Roman	Grodecki	6
2017-05-18	Jakub	Radziszewski	4
2017-05-18	Marcin	Gizinski	28
2017-05-18	Przemyslaw	Bajewski	48
2017-05-19	Adam	Borkowski	40
2017-05-19	Maria	Drozd	17
2017-05-19	Igor	Rybinski	22
2017-05-19	Dorota	Adamus	2
2017-05-19	Maciej	Lyszcz	5
2017-05-19	Kamila	Bialkowska	25
2017-05-22	Wanda	Chojnacka	21
2017-05-22	Maciej	Tasz	31
2017-05-22	Hanna	Steinborn	21
2017-05-22	Monika	Srubka	19
2017-05-22	Patrycja	Glowinska	6
2017-05-22	Krzysztof	Las	24
2017-05-23	Izabela	Skrzydlak	54
2017-05-23	Wieslawa	Koniec	18
2017-05-23	Izabela	Sobota	8
2017-05-23	Sofia	Felisiak	4
2017-05-23	Wieslawa	Nowak	16
2017-05-23	Julia	Sadowska	6
2017-05-24	Andrzej	Tysz	54
2017-05-24	Jan	Zaczyk	35
2017-05-24	Magdalena	Okraska	23
2017-05-24	Teodor	Nowak	52
2017-05-24	Szymon	Wozniak	26
2017-05-24	Izabela	Sobota	26
2017-05-25	Mateusz	Krynicki	2
2017-05-25	Barbara	Karcz	31
2017-05-25	Borys	Myszor	38
2017-05-25	Agnieszka	Kaminska	8
2017-05-25	Piotr	Kania	53
2017-05-25	Roman	Grodecki	6
2017-05-26	Teodor	Fornal	55
2017-05-26	Tomasz	Zbik	15
2017-05-26	Jacek	Chojnacki	25
2017-05-26	Adam	Zurek	39
2017-05-26	Marcin	Tabaka	25
2017-05-26	Anna	Janowska	22
2017-05-29	Roksana	Frankowska	22
2017-05-29	Krzysztof	Madejski	2
2017-05-29	Maria	Kowalczuk	8
2017-05-29	Jan	Kildanowski	50
2017-05-29	Dominik	Szczucki	17
2017-05-29	Michal	Kirwiel	9
2017-05-30	Konrad	Jagielski	52
2017-05-30	Monika	Bialkowska	18
2017-05-30	Alicja	Walentowicz	17
2017-05-30	Zbigniew	Paderewski	52
2017-05-30	Michal	Nowicki	13
2017-05-30	Leon	Szybki	10
2017-05-31	Olga	Paluszkiewicz	18
2017-05-31	Bartosz	Tusinski	16
2017-05-31	Karolina	Perez	8
2017-05-31	Maciej	Czyzynski	26
2017-05-31	Maja	Kurowska	53
2017-05-31	Hubert	Borek	3
2017-06-01	Michal	Jan	36
2017-06-01	Igor	Rybinski	17
2017-06-01	Adrian	Dulski	14
2017-06-01	Julia	Sadowska	54
2017-06-01	Maja	Kaminska	22
2017-06-01	Nadia	Jurewicz	33
2017-06-02	Maria	Drozd	22
2017-06-02	Szymon	Mrozniak	2
2017-06-02	Inez	Nahaj	8
2017-06-02	Jan	Pieterson	5
2017-06-02	Adrian	Baran	25
2017-06-02	Przemyslaw	Bajewski	18
2017-06-05	Ewelina	Bialkowska	8
2017-06-05	Lena	Mazurkiewicz	20
2017-06-05	Patrycja	Dzban	23
2017-06-05	Leon	Szybki	52
2017-06-05	Michal	Gora	14
2017-06-05	Agata	Kolacz	27
2017-06-06	Marek	Bednarski	21
2017-06-06	Alicja	Gadek	28
2017-06-06	Filip	Strupiechowski	50
2017-06-06	Hubert	Smyk	5
2017-06-06	Marcin	Kurasik	7
2017-06-06	Tomasz	Tutaj	11
2017-06-07	Maria	Drozd	17
2017-06-07	Kamil	Naderka	12
2017-06-07	Zofia	Polak	49
2017-06-07	Marta	Opolska	6
2017-06-07	Agata	Kwiatkowska	13
2017-06-07	Justyna	Wysocka	40
2017-06-08	Krzysztof	Koncewicz	26
2017-06-08	Lena	Mrozik	16
2017-06-08	Kazimierz	Biedka	36
2017-06-08	Pawel	Nowakowski	8
2017-06-08	Piotr	Kaleta	7
2017-06-08	Monika	Srubka	25
2017-06-09	Bonifacy	Pleszewski	43
2017-06-09	Jakub	Waniek	23
2017-06-09	Sofia	Felisiak	5
2017-06-09	Monika	Placzek	2
2017-06-09	Malgorzata	Winiarska	5
2017-06-09	Alicja	Wymyslowska	50
2017-06-12	Leon	Price	11
2017-06-12	Maciej	Siemiatkowski	18
2017-06-12	Mateusz	Uklej	24
2017-06-12	Agnieszka	Matusik	20
2017-06-12	Henryk	Siminski	55
2017-06-12	Marcel	Lademann	52
2017-06-13	Justyna	Mnich	41
2017-06-13	Ewa	Czerwinska	27
2017-06-13	Piotr	Polkowicki	12
2017-06-13	Mateusz	Mrowczynski	23
2017-06-13	Anastazja	Borowska	4
2017-06-13	Hubert	Pieczatowski	27
2017-06-14	Teodor	Fornal	36
2017-06-14	Barbara	Kilarski	20
2017-06-14	Nikodem	Jablonski	26
2017-06-14	Nikodem	Jakubowski	8
2017-06-14	Joanna	Sibiga	6
2017-06-14	Monika	Srubka	5
2017-06-15	Jakub	Porydzaj	8
2017-06-15	Krzysztof	Las	4
2017-06-15	Emilia	Szczepanska	31
2017-06-15	Patrycja	Rzeszowska	36
2017-06-15	Olgierd	Hazubski	3
2017-06-15	Jan	Nancki	31
2017-06-16	Anna	Trzebiatowska	3
2017-06-16	Urszula	Engel	2
2017-06-16	Przemyslaw	Widawski	53
2017-06-16	Anastazja	Wamka	7
2017-06-16	Mariola	Las	27
2017-06-16	Agnieszka	Bujak	29
2017-06-19	Leon	Szybki	19
2017-06-19	Natalia	Boryczko	15
2017-06-19	Wojciech	Gocyla	24
2017-06-19	Ewa	Czerwinska	50
2017-06-19	Piotr	Flis	18
2017-06-19	Jakub	Radomski	36
2017-06-20	Ilona	Lukaszewska	13
2017-06-20	Maria	Orlicki	29
2017-06-20	Matylda	Kluziak	47
2017-06-20	Bartosz	Mazgaj	17
2017-06-20	Jacek	Szypulski	9
2017-06-20	Mariola	Las	8
2017-06-21	Tomasz	Tutaj	4
2017-06-21	Lukasz	Kot	53
2017-06-21	Martyna	Marmelowska	29
2017-06-21	Adam	Wata	52
2017-06-21	Tomasz	Tutaj	8
2017-06-21	Ewa	Wojna	32
2017-06-22	Grzegorz	Kaminski	11
2017-06-22	Tomasz	Hajdi	35
2017-06-22	Joanna	Senger	4
2017-06-22	Joanna	Kopacki	18
2017-06-22	Jan	Kildanowski	5
2017-06-22	Maciej	Tasz	32
2017-06-23	Anita	Kaczorowska	18
2017-06-23	Daria	Mikos	19
2017-06-23	Anita	Pawelczyk	8
2017-06-23	Ryszard	Domzala	16
2017-06-23	Marta	Wiosna	39
2017-06-23	Maria	Orlicki	45
2017-06-26	Joanna	Kopacki	46
2017-06-26	Jan	Sznuk	26
2017-06-26	Wiera	Nowak	53
2017-06-26	Ewaryst	Zdunek	26
2017-06-26	Agnieszka	Polak	16
2017-06-26	Jan	Madawik	10
2017-06-27	Anita	Woloszyn	23
2017-06-27	Daria	Zagrobna	22
2017-06-27	Marta	Wloczkow	29
2017-06-27	Krzysztof	Konieckiewicz	26
2017-06-27	Barbara	Bury	9
2017-06-27	Karol	Dziuk	20
2017-06-28	Wojciech	Wroblewski	7
2017-06-28	Kinga	Trawinska	27
2017-06-28	Kamil	Naderka	35
2017-06-28	Tomasz	Tutaj	15
2017-06-28	Jan	Pieterson	29
2017-06-28	Dominika	Madejska	42
2017-06-29	Kamila	Bialkowska	9
2017-06-29	Stanislaw	Cieslik	50
2017-06-29	Dominik	Szmitko	6
2017-06-29	Ewa	Zak	18
2017-06-29	Jan	Madawik	28
2017-06-29	Jan	Pistek	7
2017-06-30	Magda	Makowicz	28
2017-06-30	Dominik	Szczucki	27
2017-06-30	Piotr	Flis	19
2017-06-30	Hubert	Pieczatowski	19
2017-06-30	Julia	Rutkiewicz	18
2017-06-30	Joanna	Ottka	27
2017-07-03	Nadia	Jurewicz	21
2017-07-03	Lena	Marzec	14
2017-07-03	Mariusz	Suszyn	34
2017-07-03	Mateusz	Mrowczynski	29
2017-07-03	Wieslaw	Kasza	37
2017-07-03	Jakub	Porydzaj	28
2017-07-04	Magdalena	Bach	8
2017-07-04	Patryk	Geszczynski	16
2017-07-04	Mariola	Las	7
2017-07-04	Zofia	Broszkow	29
2017-07-04	Marek	Witkowski	4
2017-07-04	Karol	Pawleczek	3
2017-07-05	Renata	Pawlak	35
2017-07-05	Natalia	Olkuska	24
2017-07-05	Piotr	Felus	39
2017-07-05	Marcel	Labuda	56
2017-07-05	Iwona	Wlodarska	54
2017-07-05	Andrzej	Moldawiec	12
2017-07-06	Milena	Karolewska	7
2017-07-06	Malgorzata	Winiarska	11
2017-07-06	Maciej	Tasz	7
2017-07-06	Karolina	Welc	28
2017-07-06	Patryk	Geszczynski	20
2017-07-06	Przemyslaw	Widawski	11
2017-07-07	Barbara	Kiel	55
2017-07-07	Mateusz	Mrowczynski	41
2017-07-07	Iwona	Anczyk	21
2017-07-07	Nadia	Jurczyk	33
2017-07-07	Filip	Strupiechowski	7
2017-07-07	Zuzanna	Kalisz	15
2017-07-10	Joanna	Pilc	39
2017-07-10	Eugenia	Pieta	20
2017-07-10	Jan	Pistek	11
2017-07-10	Marlena	Mazar	55
2017-07-10	Adam	Zurek	36
2017-07-10	Borys	Winiarski	19
2017-07-11	Kazimierz	Bartosik	15
2017-07-11	Ewelina	Gorecka	11
2017-07-11	Julia	Rutkiewicz	30
2017-07-11	Janusz	Wrobel	6
2017-07-11	Jan	Pistek	16
2017-07-11	Barbara	Kilarski	26
2017-07-12	Anna	Wnuk	48
2017-07-12	Maria	Gatek	24
2017-07-12	Anna	Zender	9
2017-07-12	Michal	Norek	55
2017-07-12	Krystyna	Szybki	51
2017-07-12	Marta	Opolska	10
2017-07-13	Jacek	Ciosinski	15
2017-07-13	Ewelina	Mirska	26
2017-07-13	Leslaw	Kupis	21
2017-07-13	Michalina	Klebba	4
2017-07-13	Adrian	Wozniak	43
2017-07-13	Joanna	Wrobel	7
2017-07-13	Maria	Gatek	44
2017-07-14	Mateusz	Hajdug	19
2017-07-14	Monika	Kos	29
2017-07-14	Anita	Tych	33
2017-07-14	Michal	Nowicki	2
2017-07-14	Joanna	Zygmunt	15
2017-07-14	Jerzy	Polanicki	30
2017-07-14	Jakub	Rembiewski	5
2017-07-17	Mateusz	Mrowczynski	14
2017-07-17	Maciej	Lutczyk	8
2017-07-17	Karol	Dziuk	44
2017-07-17	Iwona	Lato	50
2017-07-17	Jan	Sznuk	15
2017-07-17	Kacper	Trzebnicki	46
2017-07-17	Julia	Salanowska	5
2017-07-18	Diana	Michalska	27
2017-07-18	Katarzyna	Wip	25
2017-07-18	Maria	Orlicki	22
2017-07-18	Izabela	Skrzydlak	3
2017-07-18	Maksymilian	Piwko	28
2017-07-18	Maciej	Czyzynski	8
2017-07-18	Tomasz	Hajdi	8
2017-07-19	Lena	Mazurkiewicz	18
2017-07-19	Marcin	Kurasik	27
2017-07-19	Janusz	Baka	23
2017-07-19	Maja	Kulkowska	46
2017-07-19	Krzysztof	Madejski	16
2017-07-19	Jakub	Bracik	27
2017-07-19	Jan	Pawelec	12
2017-07-20	Krzysztof	Plecien	21
2017-07-20	Diana	Michalska	45
2017-07-20	Krzysztof	Madejski	22
2017-07-20	Daria	Mikos	40
2017-07-20	Janusz	Baka	10
2017-07-20	Michal	Nowicki	33
2017-07-20	Patrycja	Glowinska	15
2017-07-21	Inka	Sochacka	12
2017-07-21	Adam	Wata	32
2017-07-21	Monika	Nowaczkiewicz	10
2017-07-21	Adam	Wata	5
2017-07-21	Nikodem	Jakubowski	28
2017-07-21	Aleksander	Pasternak	11
2017-07-21	Roksana	Frankowska	11
2017-07-24	Jakub	Porydzaj	28
2017-07-24	Maksymilian	Piwko	13
2017-07-24	Katarzyna	Aniec	22
2017-07-24	Marek	Sulejski	19
2017-07-24	Jolanta	Bicz	46
2017-07-24	Igor	Ryngwelski	17
2017-07-24	Maria	Galas	27
2017-07-25	Dominika	Szwec	3
2017-07-25	Kacper	Niec	11
2017-07-25	Kinga	Kleszcz	17
2017-07-25	Witold	Sempa	16
2017-07-25	Jakub	Jedruszek	25
2017-07-25	Olgierd	Baranek	43
2017-07-25	Grzegorz	Domek	5
2017-07-26	Izabela	Skrzydlak	21
2017-07-26	Irena	Banasiewicz	48
2017-07-26	Mateusz	Hajdug	29
2017-07-26	Luiza	Makowska	23
2017-07-26	Dominika	Madejska	52
2017-07-26	Ewa	Tysz	6
2017-07-26	Kacper	Okla	29
2017-07-27	Radoslaw	Sowinska	26
2017-07-27	Monika	Srubka	13
2017-07-27	Ewa	Milion	28
2017-07-27	Kazimierz	Biedka	3
2017-07-27	Nikodem	Jama	42
2017-07-27	Justyna	Pozarzycka	15
2017-07-27	Magdalena	Nowak	3
2017-07-28	Katarzyna	Zmokly	17
2017-07-28	Borys	Winiarski	18
2017-07-28	Daria	Zagrobna	23
2017-07-28	Bruno	Tomczyk	34
2017-07-28	Dominika	Madejska	16
2017-07-28	Michalina	Klebba	29
2017-07-28	Bartosz	Tusinski	14
2017-07-31	Malgorzata	Karlowski	2
2017-07-31	Julia	Zaremba	55
2017-07-31	Marcin	Tabaka	20
2017-07-31	Katarzyna	Dzielna	40
2017-07-31	Piotr	Kaleta	13
2017-07-31	Jan	Gumowski	53
2017-07-31	Michal	Polaczek	51
2017-08-01	Marek	Janowski	17
2017-08-01	Jakub	Holmes	10
2017-08-01	Emilia	Szczepanska	24
2017-08-01	Jacek	Ciosinski	11
2017-08-01	Piotr	Mozart	18
2017-08-01	Henryk	Siminski	12
2017-08-01	Tomasz	Tutaj	8
2017-08-02	Jacek	Pieczatowski	36
2017-08-02	Patrycja	Augustowska	24
2017-08-02	Michalina	Klebba	13
2017-08-02	Wojciech	Goc	51
2017-08-02	Aleks	Wojcik	31
2017-08-02	Adam	Susel	17
2017-08-02	Tomasz	Zbik	6
2017-08-03	Zenon	Bartek	47
2017-08-03	Gabriela	Malinowska	52
2017-08-03	Tomasz	Hajdi	10
2017-08-03	Agnieszka	Bujak	3
2017-08-03	Renata	Kepa	10
2017-08-03	Lucja	Zych	15
2017-08-03	Malgorzata	Winiarska	26
2017-08-04	Jan	Zajac	41
2017-08-04	Zuzanna	Kalisz	20
2017-08-04	Maria	Kowalczyk	9
2017-08-04	Paulina	Baranowska	14
2017-08-04	Mariusz	Mrowiec	14
2017-08-04	Michal	Jan	16
2017-08-04	Szymon	Polak	54
2017-08-07	Alicja	Walentowicz	11
2017-08-07	Nadia	Jêdrzejczak	6
2017-08-07	Jan	Pieterson	19
2017-08-07	Lukasz	Kot	13
2017-08-07	Andrzej	Nawwrot	35
2017-08-07	Jan	Gumowski	14
2017-08-07	Lena	Marzec	7
2017-08-08	Joanna	Janas	54
2017-08-08	Agnieszka	Polak	11
2017-08-08	Jan	Kildanowski	8
2017-08-08	Matylda	Kluziak	3
2017-08-08	Lukasz	Czarnecki	2
2017-08-08	Karol	Milek	25
2017-08-08	Matylda	Kluziak	44
2017-08-09	Marian	Bukalski	13
2017-08-09	Karol	Wichrowski	44
2017-08-09	Monika	Bialkowska	21
2017-08-09	Ewa	Czerwinska	4
2017-08-09	Wojciech	Czyzewski	6
2017-08-09	Karol	Felisiak	17
2017-08-09	Patryk	Geszczynski	12
2017-08-10	Joanna	Kopacki	21
2017-08-10	Amelia	Wilk	12
2017-08-10	Adrian	Yuksek	54
2017-08-10	Krzysztof	Sobieski	11
2017-08-10	Jakub	Radomski	47
2017-08-10	Hubert	Pieczatowski	55
2017-08-10	Patryk	Glac	24
2017-08-11	Balbina	Majewska	3
2017-08-11	Jakub	Bracik	15
2017-08-11	Marcin	Markowski	15
2017-08-11	Julia	Rutkiewicz	27
2017-08-11	Anna	Wnuk	31
2017-08-11	Krzysztof	Las	7
2017-08-11	Julian	Snopek	20
2017-08-11	Piotr	Walec	30
2017-08-14	Leon	Price	22
2017-08-14	Daria	Witkowska	44
2017-08-14	Barbara	Bury	5
2017-08-14	Zuzanna	Kalisz	3
2017-08-14	Wojciech	Maja	6
2017-08-14	Maciej	Laskowski	12
2017-08-14	Jacek	Ciosinski	5
2017-08-14	Mariusz	Kornik	6
2017-08-15	Maciej	Machalski	29
2017-08-15	Anna	Tomaszewska	46
2017-08-15	Zofia	Barak	20
2017-08-15	Marek	Chorzowski	28
2017-08-15	Urszula	Pawlak	5
2017-08-15	Ewa	Zak	12
2017-08-15	Patrycja	Dzban	29
2017-08-15	Marta	Wloczkow	14
2017-08-16	Iwona	Anczyk	29
2017-08-16	Grzegorz	Domek	15
2017-08-16	Piotr	Adamski	35
2017-08-16	Aleks	Wojcik	28
2017-08-16	Zenon	Bartek	3
2017-08-16	Lena	Miszkin	49
2017-08-16	Diana	Michalska	21
2017-08-16	Jan	Adamowicz	43
2017-08-17	Wojciech	Maja	6
2017-08-17	Piotr	Felus	10
2017-08-17	Mateusz	Kowalczyk	7
2017-08-17	Alicja	Chmiel	7
2017-08-17	Natalia	Wolny	22
2017-08-17	Zofia	Broszkow	36
2017-08-17	Pawel	Nowakowski	13
2017-08-17	Jacek	Ciosinski	14
2017-08-18	Krzysztof	Wloch	6
2017-08-18	Karolina	Karpacka	11
2017-08-18	Mariusz	Kornik	22
2017-08-18	Marek	Bednarski	56
2017-08-18	Anna	Zaczyk	55
2017-08-18	Kinga	Kleszcz	45
2017-08-18	Adrian	Yuksek	12
2017-08-18	Karol	Felisiak	20
2017-08-21	Ignacy	Sarnowski	8
2017-08-21	Piotr	Dzierzak	33
2017-08-21	Marta	Wloczkow	9
2017-08-21	Protazy	Warszawski	52
2017-08-21	Monika	Kos	48
2017-08-21	Gabriela	Oleszkiewicz	40
2017-08-21	Karol	Hubicki	52
2017-08-21	Paulina	Baranowska	34
2017-08-22	Kazimierz	Biedka	2
2017-08-22	Julia	Rutkiewicz	9
2017-08-22	Mateusz	Krawczyk	24
2017-08-22	Anastazja	Borowska	28
2017-08-22	Sofia	Felisiak	16
2017-08-22	Emilia	Szczepanska	19
2017-08-22	Maciej	Laskowski	26
2017-08-22	Maciej	Machol	29
2017-08-23	Joanna	Traugut	51
2017-08-23	Wieslawa	Koniec	25
2017-08-23	Alicja	Wymyslowska	33
2017-08-23	Henryk	Polarek	18
2017-08-23	Paulina	Baranowska	19
2017-08-23	Maciej	Machalski	42
2017-08-23	Maciej	Machol	15
2017-08-23	Lidia	Tarnowska	15
2017-08-24	Dorota	Adamus	3
2017-08-24	Alina	Warta	13
2017-08-24	Kacper	Nikolajew	27
2017-08-24	Jacek	Bigaj	18
2017-08-24	Zofia	Adamiak	42
2017-08-24	Kamila	Wolan	9
2017-08-24	Jan	Gumowski	22
2017-08-24	Julia	Saska	47
2017-08-25	Gabriela	Oleszkiewicz	55
2017-08-25	Marta	Robak	9
2017-08-25	Maja	Kulkowska	27
2017-08-25	Ewelina	Bialkowska	11
2017-08-25	Jakub	Bracik	42
2017-08-25	Dominika	Duszynska	8
2017-08-25	Adela	Waruszewska	39
2017-08-25	Karolina	Mikos	26
2017-08-28	Daria	Zagrobna	28
2017-08-28	Jaroslaw	Kopytko	40
2017-08-28	Igor	Rybinski	17
2017-08-28	Zbigniew	Maciag	2
2017-08-28	Lena	Marzec	22
2017-08-28	Jakub	Bracik	18
2017-08-28	Jan	Jarek	35
2017-08-28	Malgorzata	Winiarska	7
2017-08-28	Kamila	Janas	12
2017-08-28	Mariola	Mleczko	32
2017-08-29	Zuzanna	Kalisz	22
2017-08-29	Mateusz	Koszlaga	25
2017-08-29	Amelia	Wicher	25
2017-08-29	Wiktor	Berezniewicz	6
2017-08-29	Antoni	Sobieski	50
2017-08-29	Hubert	Smyk	16
2017-08-29	Marcin	Tabaka	23
2017-08-29	Jan	Madawik	7
2017-08-29	Kazimierz	Bartosik	6
2017-08-29	Pawel	Nowakowski	44
2017-08-30	Barbara	Kiel	33
2017-08-30	Andrzej	Nawwrot	26
2017-08-30	Jakub	Radomski	18
2017-08-30	Balbina	Madej	5
2017-08-30	Krzysztof	Plecien	4
2017-08-30	Julia	Kielecka	4
2017-08-30	Jakub	Holmes	43
2017-08-30	Hanna	Stankiewicz	48
2017-08-30	Luiza	Makowska	12
2017-08-30	Ewaryst	Zdunek	21
2017-08-31	Jakub	Przytula	21
2017-08-31	Piotr	Kaleta	2
2017-08-31	Jan	Pietraszczyk	14
2017-08-31	Bartosz	Tusinski	26
2017-08-31	Mateusz	Filipowicz	44
2017-08-31	Dominika	Szwec	31
2017-08-31	Adrian	Yuksek	29
2017-08-31	Jakub	Holmes	13
2017-08-31	Olga	Kilecka	28
2017-08-31	Alicja	Chmiel	23
