nr_telefonu	data_godz_polaczenia	nr_pytania	odp
486166739	2017-07-05 09:52	1	A
964177899	2017-07-05 11:57	6	A
964475583	2017-07-05 13:52	2	B
684636485	2017-07-05 14:18	1	B
402081437	2017-07-05 15:00	4	A
624420649	2017-07-05 15:59	3	C
918792956	2017-07-05 16:37	5	C
802500902	2017-07-05 17:02	4	B
403739376	2017-07-05 17:20	4	C
676133301	2017-07-05 17:21	1	C
777283686	2017-07-05 17:40	6	A
884287722	2017-07-05 19:52	2	A
680167989	2017-07-05 21:42	1	B
885191353	2017-07-05 22:27	1	B
692330725	2017-07-06 00:50	5	C
936778908	2017-07-06 01:12	1	C
785763426	2017-07-06 02:05	4	C
838731679	2017-07-06 02:09	2	C
722848195	2017-07-06 02:43	6	A
940730927	2017-07-06 03:54	5	B
752305012	2017-07-06 05:41	6	C
448316550	2017-07-06 05:42	2	C
510704630	2017-07-06 07:52	2	A
481430251	2017-07-06 08:24	3	A
722696220	2017-07-06 09:37	6	B
754089438	2017-07-06 11:17	3	B
410702289	2017-07-06 13:26	6	C
503637303	2017-07-06 14:52	3	C
740533036	2017-07-06 15:00	3	A
406093061	2017-07-06 15:54	5	C
663962293	2017-07-06 17:06	5	B
879514402	2017-07-06 17:37	6	C
678341309	2017-07-06 19:40	2	A
959666119	2017-07-06 21:42	2	A
707136114	2017-07-06 22:46	4	B
546350412	2017-07-06 22:58	3	B
473566044	2017-07-06 23:12	2	C
401385613	2017-07-07 01:22	2	C
440269425	2017-07-07 02:25	1	C
852352764	2017-07-07 04:46	5	C
719219289	2017-07-07 05:23	6	A
556071548	2017-07-07 06:49	2	B
948248301	2017-07-07 08:03	3	C
945555554	2017-07-07 09:17	1	C
738170636	2017-07-07 10:07	4	A
436940855	2017-07-07 10:53	2	A
907231949	2017-07-07 11:41	4	B
428292618	2017-07-07 12:01	5	B
706362419	2017-07-07 13:21	5	C
797525432	2017-07-07 13:27	4	C
804654929	2017-07-07 15:00	6	A
753447142	2017-07-07 15:08	4	B
413380558	2017-07-07 15:29	6	C
451047175	2017-07-07 15:32	1	C
487641052	2017-07-07 16:51	3	A
704472939	2017-07-07 17:43	2	A
703980544	2017-07-07 19:54	6	B
714745294	2017-07-07 21:16	6	B
475377373	2017-07-07 23:33	4	C
688787331	2017-07-07 23:34	2	C
899424191	2017-07-08 01:19	4	C
959876497	2017-07-08 02:00	2	C
455618789	2017-07-08 03:34	1	A
495748338	2017-07-08 03:56	4	B
655369242	2017-07-08 05:28	4	C
899909864	2017-07-08 06:58	3	C
458828008	2017-07-08 07:48	5	A
676127727	2017-07-08 08:55	4	A
860301609	2017-07-08 09:35	5	B
604591282	2017-07-08 09:46	5	B
882137448	2017-07-08 09:51	3	C
441890822	2017-07-08 11:13	1	C
691692072	2017-07-08 11:18	1	C
779249951	2017-07-08 15:00	5	A
530823466	2017-07-08 16:07	2	B
726251580	2017-07-08 16:15	4	C
883457450	2017-07-08 17:11	4	A
878109724	2017-07-08 18:25	3	A
688319441	2017-07-08 20:24	6	B
464877225	2017-07-08 20:57	2	B
695214509	2017-07-08 22:17	1	C
895479404	2017-07-08 22:18	2	C
749855351	2017-07-08 23:13	1	C
515630239	2017-07-09 00:53	2	C
586277055	2017-07-09 02:18	5	A
430696830	2017-07-09 02:32	3	B
852567682	2017-07-09 03:15	1	C
843024488	2017-07-09 03:19	1	C
964114005	2017-07-09 05:37	6	A
541026320	2017-07-09 06:29	4	A
740241696	2017-07-09 07:29	1	B
980592694	2017-07-09 08:47	6	B
489827018	2017-07-09 11:09	1	C
911307202	2017-07-09 13:00	3	C
947530356	2017-07-09 14:37	6	C
766810568	2017-07-09 15:00	3	A
798667170	2017-07-09 15:21	4	B
527328542	2017-07-09 16:54	4	C
957880696	2017-07-09 18:21	6	A
826273813	2017-07-09 19:01	4	A
966664360	2017-07-09 20:30	2	B
537831794	2017-07-09 20:50	4	B
733765222	2017-07-09 22:35	5	C
494106820	2017-07-10 00:41	1	C
944117990	2017-07-10 02:14	2	C
465353424	2017-07-10 03:08	5	C
568721734	2017-07-10 04:49	3	A
488014914	2017-07-10 06:28	1	B
439939650	2017-07-10 08:31	1	C
844801027	2017-07-10 08:40	4	C
687873687	2017-07-10 10:34	2	A
632808113	2017-07-10 12:38	5	A
855992203	2017-07-10 13:52	2	B
478135865	2017-07-10 14:29	3	B
517390799	2017-07-10 15:00	2	A
815490329	2017-07-10 15:38	1	B
408521227	2017-07-10 16:52	4	C
671550996	2017-07-10 17:10	1	C
427811421	2017-07-10 17:17	3	A
514796257	2017-07-10 17:23	5	A
432569648	2017-07-10 18:12	4	B
676169168	2017-07-10 18:22	2	C
779256018	2017-07-10 18:47	5	C
890972401	2017-07-10 19:54	4	B
640017896	2017-07-10 20:09	6	C
425017902	2017-07-10 22:09	6	C
734728090	2017-07-11 00:15	4	C
685127658	2017-07-11 00:22	3	C
735599176	2017-07-11 01:23	4	A
498523102	2017-07-11 03:43	5	B
814452244	2017-07-11 04:02	6	C
705176549	2017-07-11 05:02	3	C
508103555	2017-07-11 07:17	1	A
546029191	2017-07-11 09:01	4	A
591199048	2017-07-11 10:18	6	B
787970483	2017-07-11 10:47	6	B
726178470	2017-07-11 11:35	1	C
718908108	2017-07-11 12:17	4	C
665351667	2017-07-11 13:34	5	C
771895638	2017-07-11 15:00	6	A
811012376	2017-07-11 15:26	1	B
554980513	2017-07-11 16:50	6	C
712089197	2017-07-11 19:06	3	A
969589948	2017-07-11 19:37	6	A
667506795	2017-07-11 20:32	4	B
603639226	2017-07-11 20:36	5	B
966198028	2017-07-11 20:45	6	C
684060673	2017-07-11 22:38	4	C
936938728	2017-07-12 00:05	1	C
959219934	2017-07-12 00:20	2	C
571483021	2017-07-12 02:35	2	A
757519899	2017-07-12 03:14	3	B
601071162	2017-07-12 03:28	3	C
751080209	2017-07-12 05:00	3	C
557059595	2017-07-12 07:02	5	A
919448492	2017-07-12 07:24	4	A
630181135	2017-07-12 09:32	6	B
921394114	2017-07-12 11:43	3	B
687213103	2017-07-12 14:02	4	C
670854717	2017-07-12 15:00	3	A
882751328	2017-07-12 15:11	2	C
885343232	2017-07-12 15:33	1	B
529069571	2017-07-12 16:18	4	C
735284701	2017-07-12 16:26	6	A
798064543	2017-07-12 16:37	2	A
507120351	2017-07-12 16:55	3	C
435583833	2017-07-12 17:10	1	B
500093166	2017-07-12 17:38	5	B
543967501	2017-07-12 19:28	5	C
815057747	2017-07-12 19:52	2	C
658486083	2017-07-12 21:03	6	C
761645826	2017-07-12 22:52	6	C
474633859	2017-07-13 00:42	3	A
523809386	2017-07-13 02:28	2	B
956870062	2017-07-13 04:10	2	C
708776804	2017-07-13 05:54	6	C
975764618	2017-07-13 08:05	3	A
782343523	2017-07-13 08:57	1	A
541031973	2017-07-13 09:20	4	B
949410531	2017-07-13 10:44	5	B
875806925	2017-07-13 11:44	2	C
842000234	2017-07-13 13:07	6	C
934478749	2017-07-13 14:10	2	C
705547630	2017-07-13 15:00	5	A
681634279	2017-07-13 16:54	3	B
690837654	2017-07-13 18:55	2	C
611917762	2017-07-13 21:18	2	A
422562723	2017-07-13 22:34	4	A
580833489	2017-07-13 22:50	5	B
654692587	2017-07-14 00:06	1	B
766256726	2017-07-14 00:59	1	C
670582908	2017-07-14 02:53	1	C
495291166	2017-07-14 02:55	6	C
456754712	2017-07-14 03:23	2	C
479537587	2017-07-14 04:16	2	A
421153691	2017-07-14 05:47	4	B
546989206	2017-07-14 10:00	4	C
684852681	2017-07-14 10:38	3	A
906605372	2017-07-14 10:43	6	A
456754713	2017-07-14 12:06	6	B
421153691	2017-07-14 14:40	1	C
684852681	2017-07-14 15:00	2	A
511191374	2017-07-14 15:08	2	C
906605372	2017-07-14 16:08	5	B
860578455	2017-07-14 17:36	5	C
410138406	2017-07-14 18:48	2	A
759631687	2017-07-14 19:47	1	A
885040629	2017-07-14 20:18	2	B
529069571	2017-07-14 21:18	6	B
798064543	2017-07-14 23:34	3	C
500093166	2017-07-15 03:49	4	C
815057747	2017-07-15 06:31	3	B
658486083	2017-07-15 06:49	4	C
761645826	2017-07-15 07:13	3	C
474633859	2017-07-15 09:16	5	A
523809386	2017-07-15 10:34	4	A
956870062	2017-07-15 11:41	3	B
708776804	2017-07-15 13:57	3	B
949410531	2017-07-15 15:00	4	A
875806925	2017-07-15 15:24	3	B
975764618	2017-07-15 16:20	5	C
842000234	2017-07-15 17:22	4	C
934478749	2017-07-15 17:27	3	A
782343523	2017-07-15 17:29	6	C
705547630	2017-07-15 18:26	4	A
541031973	2017-07-15 19:13	5	C
681634279	2017-07-15 20:17	4	B
690837654	2017-07-15 20:18	5	B
611917762	2017-07-15 20:26	4	C
422562723	2017-07-15 21:11	5	C
580833489	2017-07-15 21:11	3	C
654692587	2017-07-15 21:33	4	C
766256726	2017-07-15 23:20	3	A
670582908	2017-07-16 00:30	2	B
495291166	2017-07-16 01:51	3	C
456754722	2017-07-16 03:16	5	C
511191374	2017-07-16 08:28	4	B
684852681	2017-07-16 11:17	1	C
906605372	2017-07-16 11:27	1	C
456754812	2017-07-16 13:25	6	C
479537587	2017-07-16 15:00	1	A
511191374	2017-07-16 17:44	1	C
778942448	2017-07-16 21:23	6	B
926015028	2017-07-16 21:31	6	B
414701452	2017-07-16 22:28	2	C
879433015	2017-07-17 00:13	3	C
918688079	2017-07-17 01:50	5	C
